stop_id,station_name,stop_country,stop_timezone,station_lat,station_long,location_type,stop_name_romanized,stop_name_alt,stop_cityname,stop_cityname_romanized,stop_cityname_alt,stop_tariffname,stop_charge,stop_uic_code,stop_code,stop_region,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29
Kanie,Kanie,PL,CET,51.12434,23.10469,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kaniów,Kaniów,PL,CET,49.94209,19.05055,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karcino,Karcino,PL,CET,54.12142,15.38761,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karczyn,Karczyn,PL,CET,52.71342,18.3549,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karlino,Karlino,PL,CET,54.03351,15.8769,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karłowice,Karłowice,PL,CET,51.13897,17.04926,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karnkowo,Karnkowo,PL,CET,52.85813,19.25053,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karolinówka,Karolinówka,PL,CET,51.18918,23.55012,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karsin,Karsin,PL,CET,53.89616,17.92387,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kartuzy,Kartuzy,PL,CET,54.3343,18.1972,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karwice,Karwice,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Karzec,Karzec,PL,CET,51.75494,16.90385,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kasina Wielka,Kasina Wielka,PL,CET,49.71238,20.13032,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kątne,Kątne,PL,CET,52.60303,20.75455,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice,Katowice,PL,CET,50.25772,19.01741,1.0,,,Katowice,Katowice,,,"44,46 €",,,,,,,,,,,,,,,,
Katowice,Katowice,PL,CET,50.25772,19.01741,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Brynów,Katowice Brynów,PL,CET,50.24431,18.98334,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Kostuchna,Katowice Kostuchna,PL,CET,50.18591,19.00394,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Ligota,Katowice Ligota,PL,CET,50.22627,18.97775,1.0,,,Katowice,Katowice,,,"44,46 €",,,,,,,,,,,,,,,,
Katowice Ligota,Katowice Ligota,PL,CET,50.22627,18.97775,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Murcki,Katowice Murcki,PL,CET,50.19904,19.03857,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Ochojec,Katowice Ochojec,PL,CET,50.21324,18.99509,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Piotrowice,Katowice Piotrowice,PL,CET,50.21336,18.97033,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Podlesie,Katowice Podlesie,PL,CET,50.18389,18.9597,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Podlesie Dąbrowa,Katowice Podlesie Dąbrowa,PL,CET,50.18293,18.96043,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Szopienice Południowe,Katowice Szopienice Południowe,PL,CET,50.25903,19.09237,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Załęże,Katowice Załęże,PL,CET,50.2639,18.98943,1.0,,,,,,,,,,,,,,,,,,,,,,,
Katowice Zawodzie,Katowice Zawodzie,PL,CET,50.25751,19.05655,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kąty Wrocławskie,Kąty Wrocławskie,PL,CET,51.03823,16.75138,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kawcze,Kawcze,PL,CET,54.07343,16.87989,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kawnice,Kawnice,PL,CET,52.24558,18.15061,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kędzierzyn-Koźle,Kędzierzyn-Koźle,PL,CET,50.3373,18.18133,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kędzierzyn-Koźle Azoty,Kędzierzyn-Koźle Azoty,PL,CET,50.31095,18.23935,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kędzierzyn-Koźle Przystanek,Kędzierzyn-Koźle Przystanek,PL,CET,50.35056,18.1545,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kędzierzyn-Koźle Zachodnie,Kędzierzyn-Koźle Zachodnie,PL,CET,50.34649,18.13142,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kępa,Kępa,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kępice,Kępice,PL,CET,54.24059,16.89065,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kępka,Kępka,PL,CET,54.34952,16.3868,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kępno,Kępno,PL,CET,51.27814,17.98906,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kęszyce,Kęszyce,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kętrzyn,Kętrzyn,PL,CET,54.07285,21.38531,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kęty,Kęty,PL,CET,49.8808,19.22561,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kęty Podlesie,Kęty Podlesie,PL,CET,49.87817,19.19684,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kiekrz,Kiekrz,PL,CET,52.47167,16.7812,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce,Kielce,PL,CET,50.87421,20.61812,1.0,,,Kielce,Kielce,,,"44,46 €",,,,,,,,,,,,,,,,
Kielce Białogon,Kielce Białogon,PL,CET,50.85496,20.57284,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce Główne,Kielce Główne,PL,CET,50.87416,20.61843,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce Herbskie,Kielce Herbskie,PL,CET,50.88581,20.60327,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce Piaski,Kielce Piaski,PL,CET,50.88942,20.62507,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce Ślichowice,Kielce Ślichowice,PL,CET,50.88893,20.58502,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielce Słowik,Kielce Słowik,PL,CET,50.8335,20.5387,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kielcza,Kielcza,PL,CET,50.56128,18.5496,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kietlanka,Kietlanka,PL,CET,52.74402,22.17877,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kije,Kije,PL,CET,50.60733,20.5714,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kity,Kity,PL,CET,52.8283,22.4229,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłaj,Kłaj,PL,CET,50.00168,20.30073,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klecza Dolna,Klecza Dolna,PL,CET,49.88151,19.53665,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klecza Górna,Klecza Górna,PL,CET,49.86292,19.55767,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klęczany,Klęczany,PL,CET,49.66802,20.62177,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klembów,Klembów,PL,CET,52.39592,21.35296,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klementowice,Klementowice,PL,CET,51.36228,22.11109,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klepacze,Klepacze,PL,CET,53.1078,23.07436,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klępnica,Klępnica,PL,CET,53.7292,15.6407,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kleszczele,Kleszczele,PL,CET,52.56089,23.32911,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klewki,Klewki,PL,CET,53.73651,20.5681,1.0,,,,,,,,,,,,,,,,,,,,,,,
Klimontów,Klimontów,PL,CET,50.65677,21.45104,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kliniska,Kliniska,PL,CET,53.4609,14.78381,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłobuck,Kłobuck,PL,CET,50.90092,18.93679,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłodawa,Kłodawa,PL,CET,52.25427,18.91347,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłodzko Główne,Kłodzko Główne,PL,CET,50.45134,16.65678,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłodzko Książek,Kłodzko Książek,PL,CET,50.41598,16.63969,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłodzko Miasto,Kłodzko Miasto,PL,CET,50.4349,16.65859,1.0,,,Kłodzko,Kłodzko,,,"44,46 €",,,,,,,,,,,,,,,,
Kłodzko Miasto,Kłodzko Miasto,PL,CET,50.4349,16.65859,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłodzko Zagórze,Kłodzko Zagórze,PL,CET,50.41509,16.61266,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłokowa,Kłokowa,PL,CET,49.9534,20.95748,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłomnice,Kłomnice,PL,CET,50.92183,19.35689,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kluczbork,Kluczbork,PL,CET,50.9713,18.20081,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kłudna,Kłudna,PL,CET,51.37175,20.8193,1.0,,,,,,,,,,,,,,,,,,,,,,,
Knurów,Knurów,PL,CET,50.21746,18.68817,1.0,,,,,,,,,,,,,,,,,,,,,,,
Knyszyn,Knyszyn,PL,CET,53.28488,22.89598,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobierzyce,Kobierzyce,PL,CET,50.97314,16.9256,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobiór,Kobiór,PL,CET,50.06244,18.93453,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobylany,Kobylany,PL,CET,52.0433,23.57,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobylec,Kobylec,PL,CET,52.84874,17.20452,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobylin,Kobylin,PL,CET,51.71576,17.22668,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobyłka,Kobyłka,PL,CET,52.33674,21.21501,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobyłka Ossów,Kobyłka Ossów,PL,CET,52.32729,21.19329,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobylnica,Kobylnica,PL,CET,54.44057,16.99839,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kobylnica Słupska,Kobylnica Słupska,PL,CET,54.44241,16.98642,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kochanowice,Kochanowice,PL,CET,50.69926,18.7477,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kochanówka Pustków,Kochanówka Pustków,PL,CET,50.1097,21.4904,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kochcice-Glinica,Kochcice-Glinica,PL,CET,50.71459,18.65722,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kojszówka,Kojszówka,PL,CET,49.68981,19.72335,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kokotów,Kokotów,PL,CET,50.01792,20.0705,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołbiel,Kołbiel,PL,CET,52.06465,21.48366,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolbuszowa,Kolbuszowa,PL,CET,50.24417,21.77627,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolbuszowa Górna,Kolbuszowa Górna,PL,CET,50.22309,21.79847,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolin,Kolin,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolno,Kolno,PL,CET,53.40778,21.93265,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koło,Koło,PL,CET,52.19986,18.63847,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołobrzeg,Kołobrzeg,PL,CET,54.18238,15.57209,1.0,,,Kołobrzeg,Kołobrzeg,,,"44,46 €",,,,,,,,,,,,,,,,
Kołobrzeg,Kołobrzeg,PL,CET,54.18238,15.57209,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołobrzeg Amfiteatr,Kołobrzeg Amfiteatr,PL,CET,54.1811,15.5956,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołobrzeg Ogrody,Kołobrzeg Ogrody,PL,CET,54.1764,15.5974,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołobrzeg Radzikowo,Kołobrzeg Radzikowo,PL,CET,54.1623,15.5436,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołobrzeg Stadion,Kołobrzeg Stadion,PL,CET,54.17517,15.55931,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kołodziejewo,Kołodziejewo,PL,CET,52.71284,18.03496,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolonia,Kolonia,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolonowskie,Kolonowskie,PL,CET,50.65327,18.38426,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kolumna,Kolumna,PL,CET,51.61448,19.19451,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koluszki,Koluszki,PL,CET,51.73829,19.81964,1.0,,,,,,,,,,,,,,,,,,,,,,,
Komańcza,Komańcza,PL,CET,49.33681,22.0702,1.0,,,,,,,,,,,,,,,,,,,,,,,
Komańcza Letnisko,Komańcza Letnisko,PL,CET,49.3468,22.08139,1.0,,,,,,,,,,,,,,,,,,,,,,,
Komorów Podmurynia,Komorów Podmurynia,PL,CET,50.34954,21.73311,1.0,,,,,,,,,,,,,,,,,,,,,,,
Komorowo Żuławskie,Komorowo Żuławskie,PL,CET,54.10777,19.50782,1.0,,,,,,,,,,,,,,,,,,,,,,,
Komprachcice,Komprachcice,PL,CET,50.63176,17.82146,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kończyce,Kończyce,PL,CET,50.27088,18.79158,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kończyce Radomskie,Kończyce Radomskie,PL,CET,51.34907,21.04519,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koniecpol,Koniecpol,PL,CET,50.77656,19.69897,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koniecpol Centrum,Koniecpol Centrum,PL,CET,50.77414,19.68924,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koniecpol Magdasz,Koniecpol Magdasz,PL,CET,50.7728,19.65405,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konin,Konin,PL,CET,52.23117,18.25242,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konin Zachód,Konin Zachód,PL,CET,52.23666,18.22221,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konin Żagański,Konin Żagański,PL,CET,51.54565,15.20571,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konojady,Konojady,PL,CET,53.35059,19.22813,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konopki,Konopki,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Konotopie,Konotopie,PL,CET,52.89019,19.11529,1.0,,,,,,,,,,,,,,,,,,,,,,,
Końskie,Końskie,PL,CET,51.1893,20.4235,1.0,,,,,,,,,,,,,,,,,,,,,,,
Końskowola,Końskowola,PL,CET,51.4091,22.05178,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kopalina,Kopalina,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kornatowo,Kornatowo,PL,CET,53.29924,18.64996,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kornelin,Kornelin,PL,CET,53.01788,17.83309,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kornica,Kornica,PL,CET,50.40493,17.90532,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kórnik,Kórnik,PL,CET,52.24677,17.09013,1.0,,,,,,,,,,,,,,,,,,,,,,,
Korsze,Korsze,PL,CET,54.17226,21.13723,1.0,,,,,,,,,,,,,,,,,,,,,,,
Korwinów,Korwinów,PL,CET,50.73863,19.1767,1.0,,,,,,,,,,,,,,,,,,,,,,,
Korzenica,Korzenica,PL,CET,50.04024,22.92417,1.0,,,,,,,,,,,,,,,,,,,,,,,
Korzeńsko,Korzeńsko,PL,CET,51.5437,16.87254,1.0,,,,,,,,,,,,,,,,,,,,,,,
Korzybie,Korzybie,PL,CET,54.29597,16.87469,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kościan,Kościan,PL,CET,52.08141,16.6403,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kościernica,Kościernica,PL,CET,54.04608,16.01554,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kościerzyna,Kościerzyna,PL,CET,54.12225,17.98126,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kosina,Kosina,PL,CET,50.0715,22.32925,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kosiorki,Kosiorki,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kosów,Kosów,PL,CET,52.05211,20.82529,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kostomłoty,Kostomłoty,PL,CET,51.04569,16.6136,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kostów,Kostów,PL,CET,51.16541,18.14757,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kostrzyn,Kostrzyn,PL,CET,52.59139,14.64721,1.0,,,Kostrzyn,Kostrzyn,,,"44,46 €",,,,,,,,,,,,,,,,
Kostrzyn,Kostrzyn,PL,CET,52.59139,14.64721,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kostrzyn Wielkopolski,Kostrzyn Wielkopolski,PL,CET,52.39325,17.22443,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koszalin,Koszalin,PL,CET,54.19125,16.16993,1.0,,,Koszalin,Koszalin,,,"44,46 €",,,,,,,,,,,,,,,,
Koszalin,Koszalin,PL,CET,54.19125,16.16993,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koszalin Politechnika,Koszalin Politechnika,PL,CET,54.2041,16.1739,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koszalin Wschodni,Koszalin Wschodni,PL,CET,54.2122,16.1848,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koszęcin,Koszęcin,PL,CET,50.63778,18.84092,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koszewnica,Koszewnica,PL,CET,52.16963,21.98789,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotlin,Kotlin,PL,CET,51.9148,17.64874,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotomierz,Kotomierz,PL,CET,53.28501,18.12151,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotórz Mały,Kotórz Mały,PL,CET,50.7309,18.04323,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotowo,Kotowo,PL,CET,51.91944,19.14514,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotulin,Kotulin,PL,CET,50.4688,18.4361,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kotuń,Kotuń,PL,CET,52.17634,22.06724,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kowalewo Pomorskie,Kowalewo Pomorskie,PL,CET,53.1643,18.87021,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kowalów,Kowalów,PL,CET,52.39739,14.75998,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozia Góra,Kozia Góra,PL,CET,49.76811,19.03892,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koziebrody,Koziebrody,PL,CET,52.80278,19.99446,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koziołek,Koziołek,PL,CET,51.70044,21.26488,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koźla Kożuchowska,Koźla Kożuchowska,PL,CET,51.87232,15.3187,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koźlice,Koźlice,PL,CET,51.45046,16.23244,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozłów,Kozłów,PL,CET,50.48414,20.02481,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozłowo,Kozłowo,PL,CET,53.3028,20.27965,1.0,,,,,,,,,,,,,,,,,,,,,,,
Koźmin Wielkopolski,Koźmin Wielkopolski,PL,CET,51.82709,17.45392,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozuby,Kozuby,PL,CET,51.4935,19.0231,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozy,Kozy,PL,CET,49.84924,19.1418,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kozy Zagroda,Kozy Zagroda,PL,CET,49.85752,19.16425,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krajenka,Krajenka,PL,CET,53.29667,16.99062,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Batowice,Kraków Batowice,PL,CET,50.10776,19.9954,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Bieżanów,Kraków Bieżanów,PL,CET,50.02132,20.02998,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Bieżanów Drożdżownia,Kraków Bieżanów Drożdżownia,PL,CET,50.01049,20.03529,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Bonarka,Kraków Bonarka,PL,CET,50.02939,19.94554,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Bronowice,Kraków Bronowice,PL,CET,50.0833,19.891,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Gł.,Kraków Gł.,PL,CET,50.06719,19.94742,1.0,,,Kraków,Kraków,,,"44,46 €",,,,,,,,,,,,,,,,
Kraków Główny,Kraków Główny,PL,CET,50.06839,19.94749,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Grzegórzki,Kraków Grzegórzki,PL,CET,50.05753,19.94792,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Kościelniki,Kraków Kościelniki,PL,CET,50.08716,20.16895,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Łagiewniki,Kraków Łagiewniki,PL,CET,50.0226,19.9337,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Łobzów,Kraków Łobzów,PL,CET,50.082,19.91712,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Lotnisko,Kraków Lotnisko,PL,CET,50.07089,19.80142,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Lubocza,Kraków Lubocza,PL,CET,50.09059,20.075,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Młynówka,Kraków Młynówka,PL,CET,50.08166,19.858,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Mydlniki,Kraków Mydlniki,PL,CET,50.0834,19.85896,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Mydlniki Wapiennik,Kraków Mydlniki Wapiennik,PL,CET,50.09177,19.84344,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Nowa Huta,Kraków Nowa Huta,PL,CET,50.09053,20.12868,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Olszanica,Kraków Olszanica,PL,CET,50.07645,19.82547,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Opatkowice,Kraków Opatkowice,PL,CET,49.9888,19.8995,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Piastów,Kraków Piastów,PL,CET,50.10776,19.9954,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Płaszów,Kraków Płaszów,PL,CET,50.03473,19.97452,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Podgórze,Kraków Podgórze,PL,CET,50.04141,19.95983,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Podgórze P2,Kraków Podgórze P2,PL,CET,50.04141,19.95983,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Prokocim,Kraków Prokocim,PL,CET,50.0265,19.99893,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Przylasek,Kraków Przylasek,PL,CET,50.05208,20.16359,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Sanktuarium,Kraków Sanktuarium,PL,CET,50.01345,19.93409,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Sidzina,Kraków Sidzina,PL,CET,49.98542,19.87384,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Swoszowice,Kraków Swoszowice,PL,CET,50.00051,19.92788,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Zabłocie,Kraków Zabłocie,PL,CET,50.04803,19.95759,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Zakliki,Kraków Zakliki,PL,CET,50.07973,19.84935,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraków Złocień,Kraków Złocień,PL,CET,50.0181,20.0513,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kramsk,Kramsk,PL,CET,52.26499,18.42659,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krasiejów,Krasiejów,PL,CET,50.6685,18.24831,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraski,Kraski,PL,CET,52.03236,18.90913,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kraśnik,Kraśnik,PL,CET,50.92328,22.22696,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krasnystaw Fabryczny,Krasnystaw Fabryczny,PL,CET,51.02446,23.18248,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krasnystaw Miasto,Krasnystaw Miasto,PL,CET,50.98511,23.18286,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krępa Krajeńska,Krępa Krajeńska,PL,CET,53.22179,16.05595,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kretki,Kretki,PL,CET,53.15529,19.44203,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krężel,Krężel,PL,CET,51.87143,21.11125,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krężnica Jara,Krężnica Jara,PL,CET,51.145,22.46205,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krobia,Krobia,PL,CET,51.774,16.98399,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krojanty,Krojanty,PL,CET,53.72742,17.62924,1.0,,,,,,,,,,,,,,,,,,,,,,,
Królewo Malborskie,Królewo Malborskie,PL,CET,54.03998,19.14791,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krościenko,Krościenko,PL,CET,49.43684,20.43292,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krośnice,Krośnice,PL,CET,51.47451,17.37477,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krośnice Mazowieckie,Krośnice Mazowieckie,PL,CET,52.96806,20.49075,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosno,Krosno,PL,CET,49.69418,21.74809,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosno Miasto,Krosno Miasto,PL,CET,49.68248,21.77356,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosno Odrzańskie,Krosno Odrzańskie,PL,CET,52.05504,15.09721,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosno Polanka,Krosno Polanka,PL,CET,49.70221,21.72165,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosno Turaszówka,Krosno Turaszówka,PL,CET,49.7096,21.6963,1.0,,,,,,,,,,,,,,,,,,,,,,,
Krosnowa,Krosnowa,PL,CET,51.86446,19.92336,1.0,,,,,,,,,,,,,,,,,,,,,,,
