origin,destination,vehicule_type,co2_train_kg,co2_avion_kg,co2_saved_kg,is_substitutable,distance_km,station_lat,station_long,station_lat_dest,station_long_dest,origin_city,destination_city,trip_count_corridor,trip_count_origin,service_share,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population
München Hbf Gleis 17,Günzburg,Train Longue Distance Nuit,1.6041108846838923,,,0,101.03999021692442,48.1403325,11.5575717,48.4605748,10.2792241,München Hbf Gleis 17,Günzburg,37.0,103.0,0.3592233009708738,,,,19737.0
München Hbf Gleis 17,Heimenkirch,Train Longue Distance,2.157624488703744,82.93420126350772,80.77657677480397,1,135.90479268731065,48.1403325,11.5575717,47.6288722,9.9022551,München Hbf Gleis 17,Heimenkirch,1.0,5.0,0.2,,,,
München Hbf Gleis 17,Hergatz,Train Longue Distance,2.225896304813749,98.10817153057648,95.88227522576274,1,140.20510864284134,48.1403325,11.5575717,47.6466862,9.82712,München Hbf Gleis 17,Hergatz,1.0,5.0,0.2,,,,
München Hbf Gleis 17,Immenstadt,Train Longue Distance,1.8936525978949692,78.54274397381529,76.64909137592032,1,119.27768946176424,48.1403325,11.5575717,47.5589318,10.214222,München Hbf Gleis 17,Immenstadt,1.0,5.0,0.2,,,,
München Hbf Gleis 17,Kempten (Allgäu) Hbf,Train Longue Distance,1.6503148015578284,70.1889006771193,68.53858587556148,1,103.95028984365258,48.1403325,11.5575717,47.7118009,10.3176451,München Hbf Gleis 17,Kempten (Allgäu) Hbf,1.0,5.0,0.2,,,,61399.0
München Hbf Gleis 17,Leipheim,Train Longue Distance Nuit,1.6682043157960045,,,0,105.07711739707764,48.1403325,11.5575717,48.4503694,10.2157671,München Hbf Gleis 17,Leipheim,32.0,103.0,0.3106796116504854,,,,
München Hbf Gleis 17,Lindau-Insel,Train Longue Distance,2.459676103176668,98.10817153057648,95.64849542739982,1,154.93046757222652,48.1403325,11.5575717,47.5451508,9.6804521,München Hbf Gleis 17,Lindau-Insel,1.0,5.0,0.2,,,,24518.0
München Hbf Gleis 17,Lindau-Reutin,Train Longue Distance,2.4299425149909037,98.10817153057648,95.67822901558559,1,153.05760361494734,48.1403325,11.5575717,47.5524814,9.7029189,München Hbf Gleis 17,Lindau-Reutin,1.0,5.0,0.2,,,28711.0,24518.0
München Hbf Gleis 17,Martinszell (Allgäu),Train Longue Distance,1.767748630582062,78.54274397381529,76.77499534323323,1,111.34723044734581,48.1403325,11.5575717,47.6290357,10.2736635,München Hbf Gleis 17,Martinszell (Allgäu),1.0,5.0,0.2,,,,
München Hbf Gleis 17,Memmingen,Train Longue Distance Nuit,1.639783593524897,65.41857080715657,63.778787213631674,1,103.2869484457607,48.1403325,11.5575717,47.985693,10.187057,München Hbf Gleis 17,Memmingen,2.0,103.0,0.019417475728155338,,,,44192.0
München Hbf Gleis 17,Nersingen,Train Longue Distance Nuit,1.7669660185363778,,,0,111.29793515598249,48.1403325,11.5575717,48.4301431,10.1177789,München Hbf Gleis 17,Nersingen,32.0,103.0,0.3106796116504854,,,,
München Hbf Gleis 17,Neu-Ulm,Train Longue Distance Nuit,1.8776064171365185,78.33672852444323,76.45912210730671,1,118.2669700892239,48.1403325,11.5575717,48.3936212,10.0056961,München Hbf Gleis 17,Neu-Ulm,32.0,103.0,0.3106796116504854,,,28711.0,51389.0
München Hbf Gleis 17,Oberstaufen,Train Longue Distance,2.0894776136916735,82.93420126350772,80.84472364981605,1,131.61234654142564,48.1403325,11.5575717,47.5539364,10.0255039,München Hbf Gleis 17,Oberstaufen,1.0,5.0,0.2,,,,
München Hbf Gleis 17,Röthenbach (Allgäu),Train Longue Distance,2.10908956707339,82.93420126350772,80.82511169643433,1,132.8476673641591,48.1403325,11.5575717,47.6205715,9.9535579,München Hbf Gleis 17,Röthenbach (Allgäu),1.0,5.0,0.2,,,,
München Hbf Gleis 17,Ulm Hbf,Train Longue Distance Nuit,1.9068061528760616,78.33672852444323,76.42992237156717,1,120.10620766415101,48.1403325,11.5575717,48.3993472,9.9821333,München Hbf Gleis 17,Ulm Hbf,32.0,103.0,0.3106796116504854,,,,120451.0
München Hbf Gleis 18,Günzburg,Train Longue Distance,1.6041559102053984,,,0,101.04282629159728,48.1403864,11.5575717,48.4606403,10.2791882,München Hbf Gleis 18,Günzburg,3.0,15.0,0.2,,,,19737.0
München Hbf Gleis 18,Leipheim,Train Longue Distance,1.668172317430315,,,0,105.0751018789566,48.1403864,11.5575717,48.4503694,10.2157671,München Hbf Gleis 18,Leipheim,3.0,15.0,0.2,,,,
München Hbf Gleis 18,Memmingen,Train Longue Distance,1.6397986006025824,65.41857080715657,63.77877220655399,1,103.28789371394446,48.1403864,11.5575717,47.985693,10.187057,München Hbf Gleis 18,Memmingen,2.0,15.0,0.13333333333333333,,,,44192.0
München Hbf Gleis 18,Nersingen,Train Longue Distance,1.7669376193801292,,,0,111.29614634543519,48.1403864,11.5575717,48.4301431,10.1177789,München Hbf Gleis 18,Nersingen,3.0,15.0,0.2,,,,
München Hbf Gleis 18,Neu-Ulm,Train Longue Distance,1.8775828287560112,78.33672852444323,76.45914569568723,1,118.2654843005802,48.1403864,11.5575717,48.3936212,10.0056961,München Hbf Gleis 18,Neu-Ulm,3.0,15.0,0.2,,,28711.0,51389.0
München Hbf Gleis 18,Ulm Hbf,Train Longue Distance,1.9053639751335791,78.33672852444323,76.43136454930965,1,120.01536754431716,48.1403864,11.5575717,48.3986792,9.9831394,München Hbf Gleis 18,Ulm Hbf,3.0,15.0,0.2,,,,120451.0
München Hbf Gleis 19,Günzburg,Train Longue Distance,1.6041031683125602,,,0,101.03950417690604,48.1405003,11.5575896,48.4606403,10.2791882,München Hbf Gleis 19,Günzburg,1.0,5.0,0.2,,,,19737.0
München Hbf Gleis 19,Heimenkirch,Train Longue Distance Nuit,2.1577648082827445,82.93420126350772,80.77643645522497,1,135.913631159155,48.1405003,11.5575896,47.6288722,9.9022551,München Hbf Gleis 19,Heimenkirch,1.0,4.0,0.25,,,,
München Hbf Gleis 19,Hergatz,Train Longue Distance Nuit,2.22602871563331,98.10817153057648,95.88214281494318,1,140.2134489564947,48.1405003,11.5575896,47.6466862,9.82712,München Hbf Gleis 19,Hergatz,1.0,4.0,0.25,,,,
München Hbf Gleis 19,Immenstadt,Train Longue Distance Nuit,1.8938288068838005,78.54274397381529,76.64891516693149,1,119.28878854143366,48.1405003,11.5575896,47.5589318,10.214222,München Hbf Gleis 19,Immenstadt,1.0,4.0,0.25,,,,
München Hbf Gleis 19,Kempten (Allgäu) Hbf,Train Longue Distance Nuit,1.65046730098046,70.1889006771193,68.53843337613884,1,103.9598955014147,48.1405003,11.5575896,47.7118009,10.3176451,München Hbf Gleis 19,Kempten (Allgäu) Hbf,1.0,4.0,0.25,,,,61399.0
München Hbf Gleis 19,Leipheim,Train Longue Distance,1.6681245745911422,,,0,105.0720946454486,48.1405003,11.5575896,48.4503694,10.2157671,München Hbf Gleis 19,Leipheim,1.0,5.0,0.2,,,,
München Hbf Gleis 19,Lindau-Reutin,Train Longue Distance Nuit,2.4300849729684284,98.10817153057648,95.67808655760805,1,153.0665767805762,48.1405003,11.5575896,47.5524814,9.7029189,München Hbf Gleis 19,Lindau-Reutin,1.0,4.0,0.25,,,28711.0,24518.0
München Hbf Gleis 19,Martinszell (Allgäu),Train Longue Distance Nuit,1.7679159875961947,78.54274397381529,76.7748279862191,1,111.35777195743228,48.1405003,11.5575896,47.6290357,10.2736635,München Hbf Gleis 19,Martinszell (Allgäu),1.0,4.0,0.25,,,,
München Hbf Gleis 19,Memmingen,Train Longue Distance Nuit,1.6398511529358633,65.41857080715657,63.77871965422071,1,103.29120388862833,48.1405003,11.5575896,47.985693,10.187057,München Hbf Gleis 19,Memmingen,1.0,5.0,0.2,,,,44192.0
München Hbf Gleis 19,Nersingen,Train Longue Distance,1.766897748663218,,,0,111.2936349624098,48.1405003,11.5575896,48.4301431,10.1177789,München Hbf Gleis 19,Nersingen,1.0,5.0,0.2,,,,
München Hbf Gleis 19,Neu-Ulm,Train Longue Distance,1.877553426267873,78.33672852444323,76.45917509817536,1,118.26363229200511,48.1405003,11.5575896,48.3936212,10.0056961,München Hbf Gleis 19,Neu-Ulm,1.0,5.0,0.2,,,28711.0,51389.0
München Hbf Gleis 19,Oberstaufen,Train Longue Distance Nuit,2.089640235942686,82.93420126350772,80.84456102756504,1,131.62258981750352,48.1405003,11.5575896,47.5539364,10.0255039,München Hbf Gleis 19,Oberstaufen,1.0,4.0,0.25,,,,
München Hbf Gleis 19,Röthenbach (Allgäu),Train Longue Distance Nuit,2.1092347472111634,82.93420126350772,80.82496651629656,1,132.85681199364848,48.1405003,11.5575896,47.6205715,9.9535579,München Hbf Gleis 19,Röthenbach (Allgäu),1.0,4.0,0.25,,,,
München Hbf Gleis 19,Ulm Hbf,Train Longue Distance,1.9053342929771448,78.33672852444323,76.43139423146609,1,120.01349791995116,48.1405003,11.5575896,48.3986792,9.9831394,München Hbf Gleis 19,Ulm Hbf,1.0,5.0,0.2,,,,120451.0
München Hbf Gleis 20,Heimenkirch,Train Longue Distance Nuit,2.1578231299407156,82.93420126350772,80.77637813356701,1,135.91730473297528,48.1405543,11.5576076,47.6288722,9.9022551,München Hbf Gleis 20,Heimenkirch,3.0,5.0,0.6,,,,
München Hbf Gleis 20,Hergatz,Train Longue Distance Nuit,2.226084662948735,98.10817153057648,95.88208686762775,1,140.21697297485102,48.1405543,11.5576076,47.6466862,9.82712,München Hbf Gleis 20,Hergatz,3.0,5.0,0.6,,,,
München Hbf Gleis 20,Immenstadt,Train Longue Distance Nuit,1.8938977027615262,78.54274397381529,76.64884627105377,1,119.29312816588097,48.1405543,11.5576076,47.5589318,10.214222,München Hbf Gleis 20,Immenstadt,3.0,5.0,0.6,,,,
München Hbf Gleis 20,Kempten (Allgäu) Hbf,Train Longue Distance Nuit,1.6505292512566845,70.1889006771193,68.53837142586262,1,103.96379763521571,48.1405543,11.5576076,47.7118009,10.3176451,München Hbf Gleis 20,Kempten (Allgäu) Hbf,3.0,5.0,0.6,,,,61399.0
München Hbf Gleis 20,Lindau-Reutin,Train Longue Distance Nuit,2.4301439333404575,98.10817153057648,95.67802759723602,1,153.07029058581867,48.1405543,11.5576076,47.5524814,9.7029189,München Hbf Gleis 20,Lindau-Reutin,3.0,5.0,0.6,,,28711.0,24518.0
München Hbf Gleis 20,Martinszell (Allgäu),Train Longue Distance Nuit,1.767982309154532,78.54274397381529,76.77476166466076,1,111.36194943024262,48.1405543,11.5576076,47.6290357,10.2736635,München Hbf Gleis 20,Martinszell (Allgäu),3.0,5.0,0.6,,,,
München Hbf Gleis 20,Memmingen,Train Longue Distance Nuit,1.6398871426370891,65.41857080715657,63.778683664519484,1,103.29347081362364,48.1405543,11.5576076,47.985693,10.187057,München Hbf Gleis 20,Memmingen,1.0,3.0,0.3333333333333333,,,,44192.0
München Hbf Gleis 20,Oberstaufen,Train Longue Distance Nuit,2.089705169882925,82.93420126350772,80.8444960936248,1,131.62667988680556,48.1405543,11.5576076,47.5539364,10.0255039,München Hbf Gleis 20,Oberstaufen,3.0,5.0,0.6,,,,
München Hbf Gleis 20,Röthenbach (Allgäu),Train Longue Distance Nuit,2.109294520753516,82.93420126350772,80.8249067427542,1,132.86057701899196,48.1405543,11.5576076,47.6205715,9.9535579,München Hbf Gleis 20,Röthenbach (Allgäu),3.0,5.0,0.6,,,,
München Hbf Gleis 24,Aichstetten Bahnhof,Train Longue Distance,1.8073197181573073,78.51797677083692,76.71065705267962,1,113.8397403727203,48.14086,11.5576615,47.8877939,10.0746777,München Hbf Gleis 24,Aichstetten Bahnhof,67.0,367.0,0.18256130790190736,,,,
München Hbf Gleis 24,"Aitrach (Kr Ravensb), Bahnhof",Train Longue Distance,1.7782736933085888,71.44984380574309,69.6715701124345,1,112.01018476370551,48.14086,11.5576615,47.9435397,10.0801574,München Hbf Gleis 24,"Aitrach (Kr Ravensb), Bahnhof",67.0,367.0,0.18256130790190736,,,,
München Hbf Gleis 24,Heimenkirch,Train Longue Distance Nuit,2.1581017497288895,82.93420126350772,80.77609951377883,1,135.93485448027775,48.14086,11.5576615,47.6288722,9.9022551,München Hbf Gleis 24,Heimenkirch,192.0,600.0,0.32,,,,
München Hbf Gleis 24,Hergatz,Train Longue Distance,2.2263966434271194,98.10817153057648,95.88177488714936,1,140.236624050587,48.14086,11.5576615,47.6467709,9.8270212,München Hbf Gleis 24,Hergatz,67.0,367.0,0.18256130790190736,,,,
München Hbf Gleis 24,Immenstadt,Train Longue Distance Nuit,1.8942400040666814,78.54274397381529,76.6485039697486,1,119.31468909465113,48.14086,11.5576615,47.5589318,10.214222,München Hbf Gleis 24,Immenstadt,192.0,600.0,0.32,,,,
München Hbf Gleis 24,Kempten (Allgäu) Hbf,Train Longue Distance Nuit,1.6508295740173438,70.1889006771193,68.53807110310197,1,103.98271441278305,48.14086,11.5576615,47.7118009,10.3176451,München Hbf Gleis 24,Kempten (Allgäu) Hbf,213.0,600.0,0.355,,,,61399.0
München Hbf Gleis 24,Kißlegg Bahnhof,Train Longue Distance,2.0731512439458486,88.0962250130761,86.02307376913025,1,130.58397858061534,48.14086,11.5576615,47.7936563,9.8820699,München Hbf Gleis 24,Kißlegg Bahnhof,67.0,367.0,0.18256130790190736,,,,
München Hbf Gleis 24,Leutkirch Bahnhof,Train Longue Distance,1.904373934935153,78.51797677083692,76.61360283590177,1,119.95300673564833,48.14086,11.5576615,47.8262466,10.0160177,München Hbf Gleis 24,Leutkirch Bahnhof,67.0,367.0,0.18256130790190736,,,28711.0,22362.0
München Hbf Gleis 24,Lindau-Insel,Train Longue Distance,2.460159909631259,98.10817153057648,95.64801162094523,1,154.96094164973917,48.14086,11.5576615,47.5451508,9.6804521,München Hbf Gleis 24,Lindau-Insel,67.0,367.0,0.18256130790190736,,,,24518.0
München Hbf Gleis 24,Lindau-Reutin,Train Longue Distance,2.4304263526283294,98.10817153057648,95.67774517794815,1,153.0880796566093,48.14086,11.5576615,47.5524814,9.7029189,München Hbf Gleis 24,Lindau-Reutin,67.0,367.0,0.18256130790190736,,,28711.0,24518.0
München Hbf Gleis 24,Martinszell (Allgäu),Train Longue Distance Nuit,1.7683089716256561,78.54274397381529,76.77443500218963,1,111.38252529766038,48.14086,11.5576615,47.6290357,10.2736635,München Hbf Gleis 24,Martinszell (Allgäu),63.0,600.0,0.105,,,,
München Hbf Gleis 24,Memmingen,Train Longue Distance,1.6401919413702941,65.41857080715657,63.77837886578627,1,103.31266952445795,48.14086,11.5576615,47.985693,10.1869222,München Hbf Gleis 24,Memmingen,158.0,600.0,0.2633333333333333,,,,44192.0
München Hbf Gleis 24,Memmingen,Train Longue Distance Nuit,1.6401492325117328,65.41857080715657,63.77842157464484,1,103.30997937211721,48.14086,11.5576615,47.9851579,10.1871019,München Hbf Gleis 24,Memmingen,158.0,367.0,0.4305177111716621,,,,44192.0
München Hbf Gleis 24,Oberstaufen,Train Longue Distance Nuit,2.090023431535066,82.93420126350772,80.84417783197264,1,131.64672660210795,48.14086,11.5576615,47.5539364,10.0255039,München Hbf Gleis 24,Oberstaufen,192.0,600.0,0.32,,,,
München Hbf Gleis 24,Röthenbach (Allgäu),Train Longue Distance Nuit,2.1095818002455844,82.93420126350772,80.82461946326214,1,132.8786722250935,48.14086,11.5576615,47.6205715,9.9535579,München Hbf Gleis 24,Röthenbach (Allgäu),192.0,600.0,0.32,,,,
München Hbf Gleis 24,Tannheim (Württ),Train Longue Distance,1.7425084043741483,71.44984380574309,69.70733540136894,1,109.75739508529531,48.14086,11.5576615,47.9948974,10.0967763,München Hbf Gleis 24,Tannheim (Württ),67.0,367.0,0.18256130790190736,,,11803.0,
München Hbf Gleis 24,Wangen Bahnhof,Train Longue Distance,2.1936213634511215,88.0962250130761,85.90260364962498,1,138.1721695295491,48.14086,11.5576615,47.6891415,9.8304438,München Hbf Gleis 24,Wangen Bahnhof,67.0,367.0,0.18256130790190736,,,,639.0
München Hbf Gleis 25,Aichstetten Bahnhof,Train Longue Distance,1.8073753280824805,78.51797677083692,76.71060144275444,1,113.84324313948605,48.1409679,11.5576705,47.8877939,10.0746777,München Hbf Gleis 25,Aichstetten Bahnhof,4.0,4.0,1.0,,,,
München Hbf Gleis 25,"Aitrach (Kr Ravensb), Bahnhof",Train Longue Distance,1.7783196355615545,71.44984380574309,69.67152417018153,1,112.01307858160459,48.1409679,11.5576705,47.9435397,10.0801574,München Hbf Gleis 25,"Aitrach (Kr Ravensb), Bahnhof",4.0,4.0,1.0,,,,
München Hbf Gleis 25,Heimenkirch,Train Longue Distance,2.158189339734794,82.93420126350772,80.77601192377293,1,135.9403716134287,48.1409679,11.5576705,47.6288722,9.9022551,München Hbf Gleis 25,Heimenkirch,1.0,182.0,0.005494505494505495,,,,
München Hbf Gleis 25,Hergatz,Train Longue Distance,2.2264790986891287,98.10817153057648,95.88169243188736,1,140.24181775567706,48.1409679,11.5576705,47.6467709,9.8270212,München Hbf Gleis 25,Hergatz,4.0,4.0,1.0,,,,
München Hbf Gleis 25,Immenstadt,Train Longue Distance,1.8943508686126176,78.54274397381529,76.64839310520267,1,119.32167224821225,48.1409679,11.5576705,47.5589318,10.214222,München Hbf Gleis 25,Immenstadt,1.0,182.0,0.005494505494505495,,,,
München Hbf Gleis 25,Kempten (Allgäu) Hbf,Train Longue Distance,1.6507431348270925,70.1889006771193,68.53815754229221,1,103.97726976739055,48.1409679,11.5576705,47.712091,10.3175912,München Hbf Gleis 25,Kempten (Allgäu) Hbf,1.0,182.0,0.005494505494505495,,,,61399.0
München Hbf Gleis 25,Kißlegg Bahnhof,Train Longue Distance,2.0732157439308994,88.0962250130761,86.02300926914519,1,130.58804131587928,48.1409679,11.5576705,47.7936563,9.8820699,München Hbf Gleis 25,Kißlegg Bahnhof,4.0,4.0,1.0,,,,
München Hbf Gleis 25,Leutkirch Bahnhof,Train Longue Distance,1.9044378386854117,78.51797677083692,76.61353893215151,1,119.95703191518088,48.1409679,11.5576705,47.8262466,10.0160177,München Hbf Gleis 25,Leutkirch Bahnhof,4.0,4.0,1.0,,,28711.0,22362.0
München Hbf Gleis 25,Lindau-Insel,Train Longue Distance,2.460248870533881,98.10817153057648,95.64792266004261,1,154.96654513314948,48.1409679,11.5576705,47.5451508,9.6804521,München Hbf Gleis 25,Lindau-Insel,4.0,4.0,1.0,,,,24518.0
München Hbf Gleis 25,Lindau-Reutin,Train Longue Distance,2.4305153204941377,98.10817153057648,95.67765621008235,1,153.09368357861788,48.1409679,11.5576705,47.5524814,9.7029189,München Hbf Gleis 25,Lindau-Reutin,4.0,4.0,1.0,,,28711.0,24518.0
München Hbf Gleis 25,Martinszell (Allgäu),Train Longue Distance,1.7684140953373826,78.54274397381529,76.77432987847791,1,111.38914684664793,48.1409679,11.5576705,47.6290357,10.2736635,München Hbf Gleis 25,Martinszell (Allgäu),1.0,182.0,0.005494505494505495,,,,
München Hbf Gleis 25,Memmingen,Train Longue Distance,1.6402325571909904,65.41857080715657,63.77833824996558,1,103.31522784019843,48.1409679,11.5576705,47.985693,10.1869222,München Hbf Gleis 25,Memmingen,4.0,4.0,1.0,,,,44192.0
München Hbf Gleis 25,Oberstaufen,Train Longue Distance,2.090125474213189,82.93420126350772,80.84407578929452,1,131.65315408246343,48.1409679,11.5576705,47.5539364,10.0255039,München Hbf Gleis 25,Oberstaufen,1.0,182.0,0.005494505494505495,,,,
München Hbf Gleis 25,Röthenbach (Allgäu),Train Longue Distance,2.1096725388493853,82.93420126350772,80.82452872465834,1,132.88438768262694,48.1409679,11.5576705,47.6205715,9.9535579,München Hbf Gleis 25,Röthenbach (Allgäu),1.0,182.0,0.005494505494505495,,,,
München Hbf Gleis 25,Tannheim (Württ),Train Longue Distance,1.7425452913973416,71.44984380574309,69.70729851434575,1,109.7597185309487,48.1409679,11.5576705,47.9948974,10.0967763,München Hbf Gleis 25,Tannheim (Württ),4.0,4.0,1.0,,,11803.0,
München Hbf Gleis 25,Wangen Bahnhof,Train Longue Distance,2.1936985372842934,88.0962250130761,85.9025264757918,1,138.17703056716385,48.1409679,11.5576705,47.6891415,9.8304438,München Hbf Gleis 25,Wangen Bahnhof,4.0,4.0,1.0,,,,639.0
München Hbf Gleis 7,Nürnberg Hbf,EuroNight,2.3690721077650427,92.64342723433109,90.27435512656604,1,149.22348877330833,48.1399548,11.5537988,49.4455099,11.0822371,München Hbf Gleis 7,Nürnberg Hbf,2.0,2.0,1.0,,,,
München Süd,Hamburg Altona,InterCity,9.754477327554023,147.75416112610137,137.99968379854735,0,614.4165613223748,48.12157,11.55297,53.55225,9.93496,München Süd,Hamburg Altona,,,,,,203396.0,1973896.0
"München, Hauptbahnhof (U, Tram)",Kempten (Allgäu) Hbf Bstg SEV,Train Longue Distance Nuit,1.654798007802411,70.1889006771193,68.5341026693169,1,104.23267874794728,48.1401287,11.560581,47.7117585,10.3162706,"München, Hauptbahnhof (U, Tram)",Kempten (Allgäu) Hbf Bstg SEV,1.0,17.0,0.058823529411764705,,,,61399.0
Münster (Westf) Hauptbahnhof,"Amsterdam, Centraal",EuroNight,11.025724754783019,84.38774711007544,73.36202235529242,1,192.3203341144779,51.9566277,7.6353295,52.3789574,4.9006063,Münster (Westf) Hauptbahnhof,"Amsterdam, Centraal",54.0,98.0,0.5510204081632653,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,Ingolstadt Hbf,EuroNight,25.652475133351015,131.43005260381898,105.77757747046796,1,447.4529065646435,51.9566277,7.6353295,48.7446003,11.4372693,Münster (Westf) Hauptbahnhof,Ingolstadt Hbf,41.0,98.0,0.41836734693877553,290061.0,4738.0,,120658.0
Münster (Westf) Hauptbahnhof,Kufstein Bahnhof,EuroNight,33.52961990177325,142.21145827501883,108.68183837324557,1,584.8529548538853,51.9566277,7.6353295,47.5830959,12.1655874,Münster (Westf) Hauptbahnhof,Kufstein Bahnhof,42.0,98.0,0.42857142857142855,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,München Hbf Gleis 10,EuroNight,29.13170970928393,105.99146281921077,76.85975310992684,1,508.14075892698287,51.9566277,7.6353295,48.1401586,11.5538976,Münster (Westf) Hauptbahnhof,München Hbf Gleis 10,2.0,98.0,0.02040816326530612,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,München Hbf Gleis 14,EuroNight,29.140274074101313,105.99146281921077,76.85118874510945,1,508.290146068399,51.9566277,7.6353295,48.1400807,11.5575178,Münster (Westf) Hauptbahnhof,München Hbf Gleis 14,30.0,98.0,0.30612244897959184,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,München Hbf Gleis 15,EuroNight,29.13974303344784,105.99146281921077,76.85171978576292,1,508.2808831928805,51.9566277,7.6353295,48.1401826,11.5575268,Münster (Westf) Hauptbahnhof,München Hbf Gleis 15,1.0,98.0,0.01020408163265306,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,Nürnberg Hbf,EuroNight,21.20551050980776,114.49130084807172,93.28579033826395,1,369.8850603489928,51.9566277,7.6353295,49.4457552,11.0821383,Münster (Westf) Hauptbahnhof,Nürnberg Hbf,42.0,98.0,0.42857142857142855,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,Ostbahnhof Gleis 6,EuroNight,29.316667734212878,105.99146281921077,76.6747950849979,1,511.36695855944316,51.9566277,7.6353295,48.1274186,11.6053531,Münster (Westf) Hauptbahnhof,Ostbahnhof Gleis 6,6.0,98.0,0.061224489795918366,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,Ostbahnhof Gleis 8,EuroNight,29.317689148113256,105.99146281921077,76.6737736710975,1,511.3847749540075,51.9566277,7.6353295,48.1273047,11.6055327,Münster (Westf) Hauptbahnhof,Ostbahnhof Gleis 8,3.0,98.0,0.030612244897959183,290061.0,4738.0,,
Münster (Westf) Hauptbahnhof,Rosenheim,EuroNight,31.991112660882756,153.44701602398007,121.45590336309732,1,558.0169660017923,51.9566277,7.6353295,47.8499797,12.1192703,Münster (Westf) Hauptbahnhof,Rosenheim,42.0,98.0,0.42857142857142855,290061.0,4738.0,,60167.0
Narvik,Stockholm C,InterCity,0.8940037624803367,167.91101030412165,167.0170065416413,0,1013.6097080275927,68.4417,17.44142,59.33001,18.05763,Narvik,Stockholm C,,,,,,,1515017.0
Nersingen,Ingolstadt Hbf,Train Longue Distance Nuit,1.638011910226822,,,0,103.17535337785475,48.4300596,10.1178597,48.7446477,11.4375388,Nersingen,Ingolstadt Hbf,73.0,583.0,0.12521440823327615,,,,120658.0
Nersingen,Ingolstadt Nord,Train Longue Distance Nuit,1.6498731239151383,,,0,103.92246938240982,48.4300596,10.1178597,48.7741565,11.4319153,Nersingen,Ingolstadt Nord,4.0,583.0,0.00686106346483705,,,,120658.0
Nersingen,München Hbf Gleis 11,Train Longue Distance,1.766979898181028,,,0,111.29880940923584,48.4300596,10.1178597,48.1398829,11.5574908,Nersingen,München Hbf Gleis 11,1.0,583.0,0.0017152658662092624,,,,
Nersingen,München Hbf Gleis 12,Train Longue Distance,1.766951464639018,,,0,111.29701843279278,48.4300596,10.1178597,48.1399368,11.5574908,Nersingen,München Hbf Gleis 12,1.0,583.0,0.0017152658662092624,,,,
Nersingen,München Hbf Gleis 13,Train Longue Distance Nuit,1.7669344051189007,,,0,111.29594388504036,48.4300596,10.1178597,48.1400267,11.5575178,Nersingen,München Hbf Gleis 13,3.0,583.0,0.005145797598627788,,,,
Nersingen,München Hbf Gleis 14,Train Longue Distance,1.7669059317580604,,,0,111.29415040048251,48.4300596,10.1178597,48.1400807,11.5575178,Nersingen,München Hbf Gleis 14,2.0,583.0,0.003430531732418525,,,,
Nersingen,München Hbf Gleis 15,Train Longue Distance Nuit,1.7668623328487851,,,0,111.2914041854866,48.4300596,10.1178597,48.1401826,11.5575268,Nersingen,München Hbf Gleis 15,10.0,583.0,0.017152658662092625,,,,
Nersingen,München Hbf Gleis 16,Train Longue Distance,1.766853998289588,,,0,111.29087920695312,48.4300596,10.1178597,48.1402366,11.5575447,Nersingen,München Hbf Gleis 16,27.0,583.0,0.04631217838765009,,,,
Nersingen,München Hbf Gleis 17,Train Longue Distance Nuit,1.7668338252680749,,,0,111.28960854548217,48.4300596,10.1178597,48.1403325,11.5575717,Nersingen,München Hbf Gleis 17,44.0,583.0,0.07547169811320754,,,,
Nersingen,München Hbf Gleis 18,Train Longue Distance,1.7668054320200004,,,0,111.2878201070799,48.4300596,10.1178597,48.1403864,11.5575717,Nersingen,München Hbf Gleis 18,7.0,583.0,0.012006861063464836,,,,
Nersingen,München Hbf Gleis 19,Train Longue Distance,1.7667655741991535,,,0,111.28530953635384,48.4300596,10.1178597,48.1405003,11.5575896,Nersingen,München Hbf Gleis 19,1.0,583.0,0.0017152658662092624,,,,
Nersingen,München Hbf Gleis 20,Train Longue Distance,1.766757382561872,,,0,111.28479356020863,48.4300596,10.1178597,48.1405543,11.5576076,Nersingen,München Hbf Gleis 20,1.0,583.0,0.0017152658662092624,,,,
Nersingen,Pasing,Train Longue Distance Nuit,1.6543038374201067,,,0,104.20155186571597,48.4300596,10.1178597,48.1501865,11.4620269,Nersingen,Pasing,6.0,583.0,0.010291595197255575,,,,35728.0
Nersingen,Pasing Gleis 4,Train Longue Distance,1.6541824197571098,,,0,104.19390399074766,48.4300596,10.1178597,48.149779,11.4617214,Nersingen,Pasing Gleis 4,1.0,583.0,0.0017152658662092624,,,,35728.0
Nersingen,Pasing Gleis 9,Train Longue Distance Nuit,1.6542719718162087,,,0,104.19954471001566,48.4300596,10.1178597,48.1500966,11.461955,Nersingen,Pasing Gleis 9,105.0,583.0,0.18010291595197256,,,,35728.0
